date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-03-31	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Class A decreases 2% on firm volume in March 2023	US	volume|firm volume
2023-03-31	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Class A director Stephen J. Rohleder awarded Restricted Stock Units	US	unit|stock unit|restricted stock unit
2023-03-31	Cognizant Technology Solutions Corp.				Cognizant Technology Solutions Class A director Stephen J. Rohleder awarded Deferred Stock Units	US	unit|stock unit|deferred stock unit
2023-03-31	IBM Corp.	United States	location		INTERNATIONAL BUSINESS MACHINES CORPORATION (New York)'s US Patent application for "DATA-DRIVEN DECISION ENHANCEMENT	US	decision enhancement|company|enhancement|data driven decision enhancement
2023-03-31	IBM Corp.	United States	location		International Business Machines Corporation (New York)'s US Patent application for "DYNAMIC QUERY RESOURCE CONTROL	US	query resource control|resource control|control|company|dynamic query resource control
2023-03-31	Aon PLC Holding				Aon's last trading price was $313.0	US	price|trading price
2023-03-31	Accenture Inc.		product	Deals	Accenture S.L secures contract for Software-related services	IN	
2023-03-31	Wipro Limited			Partnerships|Company Info	Wipro Limited announced a partnership in India to help corporate banks accelerate digital transformation with the help of Finastras leading solutions	IN	
2023-03-31	Wipro Limited				Wipro will be the sole implementation and go-to-market partner for all banks in India for Finastra's Fusion Trade Innovation and Fusion Corporate Channels under this multi-year agreement	IN	corporate channel|innovation fusion corporate channel|agreement|trade innovation fusion corporate channel|fusion trade innovation fusion corporate channel|channel|fusion corporate channel|multi year agreement
2023-03-31	Wipro Limited				Wipro is also a preferred global partner for Finastra's Cash & Liquidity Management solutions	IN	management solution|solution|liquidity management solution|& liquidity management solution|cash & liquidity management solution
2023-03-31	Wipro Limited	Finastra	company		Wipro's extensive service offering and strong expertise working with customers in India make them an appropriate partner for Finastra," said Manish Joshi, Managing Director, Lending,	IN	strong expertise|partner|offering|service offering|them|expertise
2023-03-31	Wipro Limited				our collaboration with Wipro will allow us to swiftly expand our presence in the nation, allowing our solutions to assist even more enterprises achieve the advantages of digital transformation	IN	collaboration|us
2023-03-31	Wipro Limited				Wipro Partners With Finastra To Boost Digital Transformation Of Corporate Banks	IN	transformation|digital transformation
2023-03-31	Wipro Limited	Finastra	company		Finastra sees India as a critical growth market, and our collaboration with Wipro will allow us to swiftly expand our presence in the nation, allowing our solutions to assist even more enterprises achieve the advantages of digital transformation	IN	market|critical growth market|growth market
2023-03-31	Wipro Limited				Wipro is enjoying a strong presence and repute in the Indian market for several decades	IN	market|strong presence|repute|presence
2023-03-31	IBM Corp.				InterNational Business Machs Corp 73-year bond YTM drops by 19.7 Basis Points	US	basis point|ytm|bond ytm|point
2023-03-31	Ernst & Young LLP		product		The board of directors of the Company (the "Board") wishes to inform potential investors and shareholders of the Company that, pursuant to the annual result announcement made on 31 January 2023 for the Year Ended 31 October 2022 (the "Annual Results"), due to an event brought to the attention of the Board and external auditor on 5th February 2023 and after in due examinations of the facts and circumstances with applicable accounting and financial reporting implications, the Board and external auditor Ernst & Young LLP come to a common view that the event constitute an "Adjusting event after reporting period	SG	view|common view|implication|examination|financial reporting|accounting|board|reporting|applicable accounting
2023-03-31	Wipro Limited				Wipro put call ratio	IN	call ratio|ratio
2023-03-31	IBM Corp.		product		In this paper, IBM SPSS software was chosen to build the debris flow susceptibility predictive	CN	paper|software|spss software
2023-03-31	IBM Corp.				IBM SPSS software was chosen to build the debris flow susceptibility predictive	CN	susceptibility|flow susceptibility|debris flow susceptibility
2023-03-31	KPMG A/S			Layoff Staff	consulting firm KPMG said it would cut 2 per cent of its US workforce, or about 700 roles	AU	role|workforce|it
2023-03-31	Ernst & Young LLP				Our independent auditors Ernst & Young have audited the consolidated financial statements for the year	BW	consolidated financial statement|statement|financial statement
2023-03-31	Aon PLC Holding				AON Stock Performance traded up $1.72 during mid-day trading on Friday, hitting $314.72	CH	performance|stock performance
2023-03-31	Aon PLC Holding	Sandy Cove Advisors	company	Received Investment	Sandy Cove Advisors LLC Invests $359,000 in Aon plc	US	
2023-03-31	Accenture Inc.	Zoe Eagle	person		with Accenture Song, Eagle arrived at the firm via one of its many acquisitions in the last decade – spending three years in senior roles	GB	song|firm|spending|role|senior role|acquisition
2023-03-31	Accenture Inc.				Accenture song continues to reposition its global offering	GB	offering
2023-03-31	Accenture Inc.	Zoe Eagle	person		As joint-CEOs of Creative Agency at Accenture Song, Zoe Eagle and Will Hodge will lead the team responsible for solving client problems and driving business growth	GB	song|team
2023-03-31	Accenture Inc.				Accenture Song continues to adapt its offering	GB	offering
2023-03-31	Accenture Inc.			Leadership	Accenture announces new creative leadership for Song	GB	leadership|creative leadership
2023-03-31	IBM Corp.			Facility Launches|Launches	IBM and the Basque Foundation for Science announced the launch of the IBM-Euskadi Quantum Computational Center to advance quantum research and build a quantum workforce	IT	
2023-03-31	IBM Corp.	Monish Ramani	person		Ramani is noted as a CISSP-certified cyber security professional with more than 15 years of experience in cybersecurity, IT/OT networks and consulting for organisations across Australia including IBM, Dimension Data and CyberCX	SG	cybercx
2023-03-31	IBM Corp.	Securities and Exchange Commission	org		Parisi Gray Wealth Management’s holdings in International Business Machines were worth $1,247,000 as of its most recent filing with the Securities and Exchange Commission	US	holding
2023-03-31	IBM Corp.				an IBM distinguished engineer,	NG	
2023-03-31	IBM Corp.			Partnerships	The hottest cloud storage firm, Wasabi Technologies, and IBM announced their partnership to foster data innovation across hybrid cloud settings	IN	cloud storage firm|firm|partnership|storage firm|hottest cloud storage firm
2023-03-31	PricewaterhouseCoopers International Limited|IBM Corp.		company	Acquistions	IBM took over PwC’s consulting business at the time	GB	gemini|consult|time
2023-03-31	Ernst & Young LLP	Vung Tau	location		Cap Gemini took on Ernst & Young’s consulting business at the time and IBM took over PwC’s consulting business at the time	GB	gemini|consult|time
2023-03-31	Gartner Inc.		product	General	Gartner defines transportation management systems (TMSs) as software that supports multimodal planning and execution of the physical movement of goods across the supply chain	US	transportation management system|system|software|management system
2023-03-31	Gartner Inc.			Company Info	E2open Parent Holdings, Inc. , the connected supply chain SaaS platform with the largest multi-enterprise network, has been positioned by Gartner as a Leader in the 2023 Magic Quadrant for Transportation Management Systems	US	leader|transportation management system|system|magic quadrant|quadrant|management system
2023-03-31	Accenture Inc.	Securities and Exchange Commission	org		SJS Investment Consulting Inc.’s holdings in Accenture were worth $180,000 as of its most recent SEC filing	US	holding
2023-03-31	Gartner Inc.			Reports	A Gartner report showed that 35 percent of employees wouldn’t	AU	report
2023-03-31	Gartner Inc.				Gartner research showed that 93 percent of employees acknowledged that they knew sharing passwords	AU	password|sharing password|they
2023-03-31	PricewaterhouseCoopers International Limited				A latest report by PwC discovered the loss in earnings skilled	GB	loss|report
2023-03-31	Tata Consultancy Services Limited	Centre for Career Planning and Counselling	org		In association with Tata Consultancy Services Mumbai, the CCPC is conducting online weekend sessions for engineering students to inculcate these skills among them, Prof Geer said	IN	session|weekend session|online weekend session
2023-03-31	KPMG A/S				KPMG will bring a multitude of new offerings to enhance the tour, including a mentoring and leadership development program for the participating youth	US	offering
2023-03-31	KPMG A/S				KPMG's sponsorship of UNDERRATED Golf further exemplifies our focus on advancing diversity, equity and inclusion within our firm and the broader marketplace," said KPMG U.S. Chair and CEO Paul Knopp	US	sponsorship|focus
2023-03-31	IBM Corp.			Grow	IBM to return to consistent top-line growth	CN	kyndryl|spinoff|he
2023-03-31	Ernst & Young LLP	Daisy Group	company		Ernst & Young LLP ("EY"), which is authorised and regulated by the Financial Conduct Authority ("FCA") in the United Kingdom, is acting exclusively for Daisy	GB	
2023-03-31	Accenture Inc.	G20	location		with clients including world leaders, G7 and G20 governments, and the most recognised brands such as Accenture, BCG, Microsoft and Samsung, will discuss how technology is expected to impact industries	HK	government|recognised brand|client|technology|brand
2023-03-31	Wipro Limited				Ritholtz Wealth Management’s holdings in Wipro were worth $192,000 at the end	US	holding|end
2023-03-31	Gartner Inc.				Stratos Wealth Advisors LLC’s holdings in Gartner were worth $530,000	US	holding
2023-03-31	Gartner Inc.				, which Gartner defines as the negative employee response to change,	GB	response
2023-03-31	Gartner Inc.				Gartner advised CIOs to establish a “distributed leadership” model which involves assigning “tactical decision-makers" across the organisation to ensure closer contact and better communication with workers	GB	
2023-03-31	Gartner Inc.				Gartner defines as the negative employee response to change	GB	change
2023-03-31	Gartner Inc.				Combatting ‘change fatigue’ Gartner outlined a series of priorities that CIOs should	GB	priority
2023-03-31	IBM Corp.			Products|Company Info	OpenAI, Microsoft and Google are leading the race, but IBM, Amazon, Baidu and Tencent are also actively working on similar technologies	AL	race
2023-03-31	Infosys Limited			Company Info	Infosys recognized as Top Service Provider across Nordics in the Whitelane Research 2023	IN	provider|service provider|top service provider|nordic|whitelane research|research
2023-03-31	Infosys Limited				Infosys creates an elite group with 3,000 highly skilled programmers	IN	elite group|programmer|skilled programmer|group
2023-03-31	Infosys Limited				During the last three years, Infosys has formed a workforce	IN	workforce
2023-03-31	Accenture Inc.				Accenture, Inc. (Philippines) ranked second, while PSG	PH	
2023-03-31	Infosys Limited	Nestle Usa	company		Reliance, Nestle, and Infosys emerged as the top-performing stocks, edging up 4.25%, 3.37%, and 3.26%	IN	reliance|stock|top performing stock
2023-03-31	Tata Consultancy Services Limited	Swati Murthy	person	Employees	Having been leading sustainability initiatives at Tata Consultancy Services for over 10 years, Dr Swati Murthy and her team have managed to deploy an array of digital transformation measures that look to cut environmental impact across the value chain	GB	team
2023-03-31	IBM Corp.				So , an IBM distinguished engineer	NG	
2023-03-31	Infosys Limited		product		Infosys recognised as top service provider in the Nordics Technology services company Infosys has been recognised as one of the top service providers in the Nordics, achieving the highest awarded score in Whitelane Research and PA Consulting's 2023 IT Sourcing Study	IN	score|study|awarded score|sourcing study|it sourcing study|whitelane research|research
2023-03-31	IBM Corp.				IBM defines digital twin as "a virtual representation of an object or system	BD	system|object
2023-03-31	Accenture Inc.			Layoff Staff	This week, reports indicated that Accenture cut roughly 19,000 positions or 2.5 percent of its workforce	GB	report
2023-03-31	Accenture Inc.				Julie Sweet, Chief Executive of Accenture , addressed the layoffs noting that the company is “focused on executing compressed transformations” to lower costs	GB	layoff
2023-03-31	Infosys Limited			Company Info	Infosys is positioned as a "Strong Performer" in Security Services and scored significantly above average on account management	US	average|management|account management
2023-03-31	Infosys Limited				Infosys achieves a notable rise	US	notable rise|rise
2023-03-31	Infosys Limited				Infosys has established itself as a leader in the industry, paving the way for a brighter and more successful future	NO	successful future|future
2023-03-31	Infosys Limited			Leadership	Through their innovative solutions and exceptional customer service, Infosys has established itself as a leader in the industry, paving the way for a brighter and more successful future	NO	leader|itself|industry
2023-03-31	Infosys Limited	Posten Norge A/S	company	Service Agreements	Infosys has been integral in helping Posten Norge	NO	
2023-03-31	Infosys Limited			Company Info	Infosys Recognized as the Top Service Provider Across Nordics in the Whitelane Research and PA Consulting IT Sourcing Study 2023	US	pa consulting it sourcing study|study|provider|service provider|consulting it sourcing study|top service provider|sourcing study|it sourcing study|nordic|whitelane research|research
2023-03-31	Infosys Limited				Infosys ranked as a top provider in the Nordics across key performance indicators on service delivery quality, account management quality, price level and transformative innovation	US	indicator|innovation|service delivery quality|level|top provider|delivery quality|nordic|account management quality|quality|performance indicator|provider|price level|key performance indicator|transformative innovation|management quality
2023-03-31	Infosys Limited				As Posten's partner since 2021, Infosys picked up the IT Service Management function	NO	service management function|management function|partner|function|it service management function
2023-03-31	IBM Corp.				Tech giants like IBM, Accenture, Cisco, HCL, and TCS are hiring a significant chunk of certified professionals in prestigious tech roles	IN	tech giant|prestigious tech role|tech role|role|tcs|chunk|giant
2023-03-31	IBM Corp.			Decline|Publishing Numbers	BUSINESS Verano Holdings Corp. reported quarterly revenue of $226 million and a net loss of $216.1 million	US	loss|revenue
2023-03-31	PricewaterhouseCoopers International Limited				PwC wants to hire a Transfer Pricing Associate	NG	transfer pricing associate|pricing associate|associate
2023-03-31	KPMG A/S		product	Celebrations	KPMG has long held a strong commitment to advancing women around the game of golf, hosting an annual Leadership Summit at the KPMG Women’s PGA designed to not only introduce women to golf,	US	game|woman
2023-03-31	KPMG A/S				at the KPMG Women’s PGA designed to not only introduce women to golf,	US	golf|woman
2023-03-31	KPMG A/S	Paul Knopp	person		Paul Knopp launched Accelerate 2025 nearly three years ago on his first day as U.S. Chair and CEO of KPMG	US	chair
2023-03-31	KPMG A/S		product		KPMG – to try to increase access to the game for women and young people of color and everyone	US	game|access|woman|everyone|people
2023-03-31	Oliver Wyman Inc.	Patricia Romero	person	Employees	Patricia Romero heads external affairs for Europe at Oliver Wyman	IN	external affair|affair
2023-03-31	IBM Corp.				[Found on truata.com] IBM and Trūata partner to help businesses assess privacy risk in data with advanced Fingerprint technology		data|business|risk|privacy risk
2023-03-31	IBM Corp.	Trūata	company	Partnerships	[Found on truata.com] Trūata has announced the launch of its partner solution with IBM to help organizations to understand the privacy risk in their data		launch
2023-03-31	Gartner Inc.	Maryland State	location		Maryland State Retirement & Pension System purchased a new stake in Gartner during the fourth quarter valued at about $2,001,000	US	stake|system|pension system|& pension system|retirement & pension system
2023-03-31	Gartner Inc.				Private Advisor Group LLC’s holdings in Gartner were worth $439,366,000 at the end	AM	holding|end
2023-03-31	IBM Corp.				Parisi Gray Wealth Management’s holdings in International Business Machines were worth $1,247,000 at the end	US	holding|end
2023-03-31	Gartner Inc.		product	Using|General	Gartner evaluated 17 vendors to enable sourcing, procurement and vendor management leaders to select the best vendor to help with digital workplace outsourcing	US	vendor
2023-03-31	Gartner Inc.				Gartner, sustainability increasingly represents one of the main trends reshaping the ODWS market in the short and long term	SG	trend|main trend|sustainability
2023-03-31	Gartner Inc.			Company Info	Gartner recognizes Fujitsu as a Magic Quadrant Leader access	SG	leader access|access|quadrant leader access|magic quadrant leader access
2023-03-31	Gartner Inc.			Leadership	Fujitsu today announced that it was recognized as a Leader by Gartner in the 2023 Magic Quadrant for Outsourced Digital Workplace Services	SG	leader|workplace service|magic quadrant|quadrant|service|outsourced digital workplace service|digital workplace service|it
2023-03-31	Gartner Inc.				We're delighted to be recognized by Gartner as a Leader for Outsourced Digital Workplace Services	SG	leader|we
2023-03-31	Infosys Limited	mphasis GmbH	company		Mphasis, Coforge, Infosys, LTIMindtree, HCL Technologies, Tech Mahindra, TCS, Wipro, and Persistent Systems gained between 1 percent and 4 percent, as their valuations look attractive after a recent sharp correction	IN	mahindra|technology|tech mahindra|ltimindtree|hcl technology|coforge
2023-03-31	Infosys Limited	mphasis GmbH	company		Mphasis, Coforge, Infosys, LTIMindtree, HCL Technologies, Tech Mahindra, TCS, Wipro, and L&T Technology Services gained between 1 percent and 4 percent, as their valuations look attractive after a recent sharp correction	IN	technology service|mahindra|service|technology|tech mahindra|ltimindtree|hcl technology|coforge|t technology service
2023-03-31	Tata Consultancy Services Limited|Infosys Limited				Tata Consultancy Services, Infosys, HCL Technologies, MphasiS and LTIMindtree are rising in trade	IN	trade|ltimindtree
2023-03-31	KPMG A/S	Harvard Technology	company	General|Coworks|Supply Deals	at Harvard Technology, before which he worked with KPMG for five years	GB	
2023-03-31	IBM Corp.	Wasabi Technologies Inc.	company		Wasabi Technologies and IBM Work Together to Develop Hybrid Cloud Environments	US	environment|work|cloud environment|hybrid cloud environment
2023-03-31	IBM Corp.			Partnerships	Today, the hottest cloud storage firm, Wasabi Technologies, and IBM announced their partnership to foster data innovation across hybrid cloud settings	US	cloud storage firm|firm|partnership|storage firm|hottest cloud storage firm
2023-03-31	Aon PLC Holding				Veriti Management LLC’s holdings in AON were worth $1,042,000 at the end	US	holding|end
2023-03-31	Gartner Inc.				Gartner experts will discuss key issues facing the industry	US	expert|key issue|issue
2023-03-31	PricewaterhouseCoopers International Limited			Products|Company Info	PwC will also provide future auditing services when the GBPT stablecoin is finally released	GB	auditing service|service
2023-03-31	Infosys Limited				Infosys, a $18 billion IT services company, is working hard to solve this conundrum	IN	conundrum
2023-03-31	Infosys Limited				The Infosys platform lays the groundwork for TA to track and visualize its emissions reduction performance, while also bringing in vendor and supplier emissions data	AU	tums|platform
2023-03-31	Infosys Limited				In addition, Infosys has committed funds to flood-affected communities	AU	fund|flood affected community|community
2023-03-31	Infosys Limited				In order to accomplish this, Infosys	AU	this
2023-03-31	Infosys Limited	University of Technology Sydney	org	Partnerships	In addition, Infosys collaborates with the University of Technology Sydney on the Galuwa program	AU	program|galuwa program
2023-03-31	IBM Corp.				One-month return of International Business Machines Corporation was 0.32%, and its shares lost 0.71% of their value over the last 52 weeks	US	return
2023-03-31	IBM Corp.				International Business Machines Corporation is not on our list	US	list
2023-03-31	IBM Corp.			Publishing Numbers	International Business Machines Corporation has a market capitalization of $115.822 billion	US	capitalization
2023-03-31	IBM Corp.				Though IBM and its new management team have made solid progress on this pivot, we believe the company still meaningfully	US	management team|pivot|team
2023-03-31	Tata Consultancy Services Limited			Layoff Staff	Tata Consultancy Services also revealed that it is not planning any layoffs	RO	
2023-03-31	Wipro Limited				Wipro's fair value comes with a low degree of uncertainty, according to InvestingPro	ZA	investingpro|degree|value|fair value
2023-03-31	Wipro Limited				According to Investing Pro, Wipro's fair value is $485.26	ZA	investing pro|pro|value|fair value
2023-03-31	PricewaterhouseCoopers International Limited	Swatt	person		Mr. Swatt worked within the Financial Services—Alternative Investments practice of PwC where he specialized in financial reporting, fair valuation o	US	valuation o|fair valuation o|o
2023-03-31	PricewaterhouseCoopers International Limited	ACT | The App association	org		PwC has indicated its willingness to act as the Company’s auditors	US	auditor|willingness
2023-03-31	PricewaterhouseCoopers International Limited				PwC to render any audit	US	audit
2023-03-31	PricewaterhouseCoopers International Limited				Unless a type of service to be provided by PwC has received general pre-approval under the Pre-Approval Policy, it requires specific pre-approval	US	pre approval policy|general pre approval|pre approval|type|policy
2023-03-31	IBM Corp.				The stock outperformed some of its competitors Wednesday, as International Business Machines Corp. rose 0.29% to $129.71	US	
2023-03-31	Tata Consultancy Services Limited				According to Investing Pro, Tata Consultancy's fair value is $3.52K	ZA	investing pro|pro|value|fair value
2023-03-31	Ernst & Young LLP			Company Info	Ernst & Young LLP to serve as our independent registered public accounting firm for 2023	US	
2023-03-31	Ernst & Young LLP	Audit Committee	company	General|Service Agreements	Our Audit Committee has selected Ernst & Young LLP to serve as our independent registered public accounting firm for 2023 and is asking stockholders to ratify this selection	US	
2023-03-31	PricewaterhouseCoopers International Limited	Chubbs	person		Ms. Chubbs started her career in her native Argentina, with experience divided between PwC Argentina and IBM	AR	career|experience
2023-03-31	Ernst & Young LLP				on the Audit Committee’s assessment of Ernst & Young LLP’s qualifications and performance, the Board believes that retention of Ernst & Young LLP for the fiscal year ending December 31, 2023 is in our stockholders’ best interests	US	interest|best interest|retention
2023-03-31	PricewaterhouseCoopers International Limited				PwC expects the South African economy to add only 100 000 jobs this year	ZA	economy|african economy
2023-03-31	KPMG A/S				Annual Report were independently audited by KPMG, an international Big Four accounting firm.	PK	report
2023-03-31	Tata Consultancy Services Limited				Technology stocks including Tata Consultancy Services , Infosys and Wipro were on traders' radar	IN	radar|technology stock|stock
2023-03-31	IBM Corp.				IBM and Norwegian Seafood Association are working together for deploying block chain network to share supply data and improving transparency in Norway’s seafood industry	NO	transparency
2023-03-31	Ernst & Young LLP				The consolidated inﬂation adjusted ﬁnancial statements from which this abridged version has been extracted, have been audited by Ernst & Young Chartered Accountants	ZW	consolidated inﬂation|inﬂation
2023-03-31	Accenture Inc.			Layoff Staff	Accenture announced cutting 19000 jobs	IN	
2023-03-31	KPMG A/S	Audit Committee	org		The Audit Committee evaluates KPMG’s performance annually	US	performance
2023-03-31	KPMG A/S			Company Info	KPMG is a prominent national audit firm that has significant experience in the forest and wood products industry	US	
2023-03-31	Accenture Inc.	Sim Abel	person		Abel Sim (pictured middle) joins from Accenture Song as executive director of experience for the APAC region	SG	song|region
2023-03-31	Bain & Co.	Southeast Asia	location		to the recent "Southeast Asia, the home for digital transformation" report from Facebook and Bain & Company, 70 million people in Southeast Asia, including six countries, have shopped online due to strict social distancing measures	VN	measure|social distancing measure|strict social distancing measure|distancing measure|home
2023-03-31	IBM Corp.				Annapolis Financial Services LLC’s holdings in International Business Machines were worth $58,000 at the end	CA	holding|end
2023-03-31	Gartner Inc.	Vymo	company		Vymo recognized in the 2023 Gartner Market Guide for Sales Engagement Applications	US	market guide|guide
2023-03-31	PricewaterhouseCoopers International Limited				PwC, Zelf Hussain, celebrated the deal saying	GB	saying|deal saying
2023-03-31	Wipro Limited				Wipro hired students under the Elite programme (salary of ₹3.5 lakh), and some of them were trained in Java and full stack technologies	IN	student|elite programme|programme
2023-03-31	Wipro Limited				Freshers joining Wipro are also facing delays	IN	fresher|delay
2023-03-31	KPMG A/S				KPMG, for example, has cut spending on cloud computing	VN	computing|cloud computing
2023-03-31	KPMG A/S				Accounting firm KPMG, for example, has cut spending on cloud computing in recent quarters	VN	spending
2023-03-31	AlixPartners LLP	Steven Anthony	person		Prior to joining A&M, Anthony served as the leader of KPMG’s Product Technology practice and as a Director at AlixPartners	US	product technology practice|practice|technology practice
2023-03-31	Booz Allen Hamilton Holding Corp.	Jerry Bessette	person	Outgoing Employees	Jerry joins Surefire Cyber from Booz Allen Hamilton where he was a Senior Vice President leading the firm's Commercial Incident Response, Readiness, and Resiliency Program	US	cyber|surefire cyber
2023-03-31	Booz Allen Hamilton Holding Corp.	Jerry Bessette	person	Employees	During his time at Booz Allen Hamilton, Jerry led response efforts on several major ransomware attacks and helped Fortune 500 clients	US	effort|response effort
2023-03-31	Fti Consulting Inc. Holding				FTI Consulting today launches new	US	
2023-03-31	IBM Corp.	Google Inc.	company		like Open AI, IBM and Google demonstrates that the industry is "locked in an out-of-control race to develop and deploy ever more powerful digital minds that	US	that|ai|open ai
2023-03-31	Accenture Inc.		product		Ireland-headquartered global information technology consulting firm Accenture on Friday announced the establishment of its cross-company generative artificial intelligence and large language model centre of excellence	IN	establishment
2023-03-31	Accenture Inc.	Centre of Excellence	org		Accenture announces generative AI and LLM centre of excellence for clients	IN	client
2023-03-31	Infosys Limited				In an interview with BW Businessworld recently, Infosys founder N.R. Narayana Murthy said that “respect from stakeholders must top corporates’ vision statement	IN	interview
2023-03-31	IBM Corp.	E.ON SE	company		IBM Quantum aligns with European utility company E.ON to advance energy transition goals	US	goal|quantum align|energy transition goal|align|transition goal
2023-03-31	IBM Corp.	E.ON SE	company		major E.ON is using IBM’s quantum computing capabilities to optimize decentralized power generation	US	capability|quantum computing capability|computing capability
2023-03-31	Infosys Limited				Initial experiments by Infosys to use quantum for ML showed a better learning curve and more resilience against noise in the process	US	better learning curve|experiment|curve|noise|quantum|resilience|learning curve
2023-03-31	Infosys Limited			Partnerships	Infosys collaborated with HFS Research to assess the ground realities of energy transition and its progress globally	IN	progress|reality|global
2023-03-31	Infosys Limited				Infosys and HFS Research surveyed 313 energy transition leaders (five levels from C-level to director) of enterprises across industries, grossing US$ 500M - 50B+ revenue	IN	leader|transition leader|industry|energy
2023-03-31	Ernst & Young LLP	Steve Boese	person		In a new webcast, Steve Boese, President & Co-Founder, H3HR Advisors, Trinity Thomas, Workforce Marketing Partner, Paycom, and Ken Nagle, Senior Manager, Quantitative Economics and Statistics, Ernst & Young discuss how HR	US	webcast|advisor|statistic|partner|ken nagle|h3hr advisor|marketing partner|nagle|paycom|workforce marketing partner|quantitative economic|economic
2023-03-31	Gartner Inc.				Gartner surveyed 499 supply chain leaders between October and December	IN	leader|chain leader|supply chain leader
2023-03-31	Gartner Inc.				Gartner Says Cybersecurity Risk Set to Be a Primary Buying Consideration for Chief Supply Chain Officers	IN	cybersecurity risk|risk
2023-03-31	Accenture Inc.			Reports	Accenture Research also conducted a global survey of 4,777 C-level executives and directors across 34 countries and 25 industries	IN	country|survey|industry
2023-03-31	Accenture Inc.	New Reality Company	company		The Foundations of Our New Reality, Accenture	IN	foundation
2023-03-31	Accenture Inc.		product	Products|Using	To this end, Accenture has established a company-wide team, the Generative AI and Large Language Model Center of Excellence	US	generative ai|company wide team|ai|team
2023-03-31	KPMG A/S	Guaranteed Irish	company	Partnerships	Guaranteed Irish will partner with KPMG for the 2nd annual ‘CEO Alumni symposium	IE	
2023-03-31	PricewaterhouseCoopers International Limited	Stephen M Todd Meetings Held	person		Representatives of PwC are expected to be present online at the virtual Meeting with the opportunity	US	online|opportunity
2023-03-31	IBM Corp.			Product Investments|Investments	big players like IBM are said to be reducing investment in enterprise blockchain projects that were originally expected to bring about major changes in many industries	US	investment
2023-03-31	Aon PLC Holding				where AON has demonstrated an unrelenting commitment towards innovation with client needs at heart	US	innovation|client need|need|heart
2023-03-31	Aon PLC Holding			Publishing Numbers	in delivering innovative solutions to complex business issues through teamwork across diverse markets, Aon had revenues	US	market|revenue|diverse market
2023-03-31	Aon PLC Holding	Securities and Exchange Commission	org		The fourth-quarter filing with the Securities and Exchange Commission by Miracle Mile Advisors LLC reveals that they have invested heavily into the shares of Aon plc	US	share|they
2023-03-31	Aon PLC Holding				AON remains one of those companies	US	company
2023-03-31	Aon PLC Holding				that AON remains as a promising stock and potentially lucrative opportunity for long term investors	US	that|investor|promising stock|term investor|opportunity|lucrative opportunity|stock
2023-03-31	Ernst & Young LLP			Company Info	Ernst& Young LLP, an independent registered public accounting firm, as the auditors of the Company to serve until the next Annual General Meeting of the Shareholders	US	auditor
2023-03-31	PricewaterhouseCoopers International Limited	Audit Committee	company		In that review, the Audit Committee considered both the continued independence of PwC and whether retaining PwC	US	review|independence
2023-03-31	Willis Towers Watson PLC			Company Info	Willis Towers Watson has provided updates, most recently in December 2022	US	update
2023-03-31	Willis Towers Watson PLC			Company Info	Willis Towers Watson provided updates regarding this peer group to the Committee, most recently in December 2022	US	committee|update|peer group|group
2023-03-31	PricewaterhouseCoopers International Limited	Audit Committee	company		the Audit Committee considered both the continued independence of PwC and whether retaining PwC	US	
2023-03-31	PricewaterhouseCoopers International Limited				Representatives of PwC will be present at the Annual Meeting	US	meeting
2023-03-31	Willis Towers Watson PLC				They are assisted by Willis Towers Watson	US	they
2023-03-31	PricewaterhouseCoopers International Limited	Audit Committee	company		The Audit Committee recommends election of PwC as the preferred alternative and election of KPMG AB as the secondary alternative	US	election|preferred alternative|alternative|secondary alternative
2023-03-31	PricewaterhouseCoopers International Limited				PwC is the Audit Committee’s preferred alternative for the following reasons	US	reason|following reason
2023-03-31	IBM Corp.	Wasabi Technologies Inc.	company		IBM Cloud and Wasabi Partner to Power Data Insights Across Hybrid Cloud Environments	SE	insight|environment|data insight|cloud environment|hybrid cloud environment
2023-03-31	IBM Corp.				big players like IBM are said to be investment in enterprise blockchain projects that were originally expected to bring big changes across many industries	US	investment
2023-03-31	IBM Corp.	Microsoft Corp.	company		In the IT arena, Microsoft released its first programming language, Microsoft QuickBASIC, for the IBM PC, and the US government set up the Federal Computer Investigations Committee to investigate computer-related crimes	IN	pc|it arena|language|programming language|arena
2023-03-31	PricewaterhouseCoopers International Limited				PWC completed an audit	US	audit
2023-03-31	IBM Corp.			Products|Investments	IBM is investing $20 billion in the Hudson Valley Region to expand quantum computing development and build out its semiconductor ecosystem	US	region
2023-03-31	Tata Consultancy Services Limited				TCS was placed in first position for exceptional performance across the specific IT	IN	performance|specific it|it|position
2023-03-31	Tata Consultancy Services Limited				By placing the customer at the heart of the company’s business model for the last fourteen years and quickly adapting to an unpredictable and fast-changing global economy, TCS has consistently proven itself to be the number	SE	itself
2023-03-31	Tata Consultancy Services Limited				TCS has proven to be a valuable partner	SE	partner|valuable partner
2023-03-31	Tata Consultancy Services Limited				TCS has consistently proven itself to be the number	SE	number
2023-03-31	Tata Consultancy Services Limited				quickly adapting to an unpredictable and fast-changing global economy, TCS	SE	economy
2023-03-31	Tata Consultancy Services Limited			Being Rated Financially	TCS ranked number one for customer satisfaction in the Nordics	IN	customer satisfaction|one|number one|nordic|satisfaction
